Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_JavaTestProject,,,2018-02-14 13:14:19,2018-02-14 13:14:21,2.482s,FAILED
,,,,,,
Test Cases/TC01_Verify Service Uptime,,,2018-02-14 13:14:19,2018-02-14 13:14:21,2.102s,FAILED
comment,,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.041s,PASSED
"Statement - url = ""http://lttech1550.safaricom.net:9090/status""",,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.010s,PASSED
comment,,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.001s,PASSED
Statement - ro = new com.kms.katalon.core.testobject.RequestObject(),,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.011s,PASSED
comment,,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.000s,PASSED
"Statement - ro.setRestRequestMethod(""GET"")",,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.000s,PASSED
Statement - ro.setRestUrl(url),,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.000s,PASSED
comment,,,2018-02-14 13:14:20,2018-02-14 13:14:20,0.000s,PASSED
Statement - resp = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(ro),,,2018-02-14 13:14:20,2018-02-14 13:14:21,1.421s,FAILED
