Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_JavaTestProject,,,2018-02-14 12:43:24,2018-02-14 12:43:26,2.278s,PASSED
,,,,,,
Test Cases/TC01_Verify Service Uptime,,,2018-02-14 12:43:24,2018-02-14 12:43:26,1.831s,PASSED
comment,,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.068s,PASSED
"Statement - url = ""http://lttech1550.safaricom.net:9090/status""",,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.001s,PASSED
comment,,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.003s,PASSED
Statement - ro = new com.kms.katalon.core.testobject.RequestObject(),,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.011s,PASSED
comment,,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.005s,PASSED
"Statement - ro.setRestRequestMethod(""GET"")",,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.003s,PASSED
Statement - ro.setRestUrl(url),,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.002s,PASSED
comment,,,2018-02-14 12:43:25,2018-02-14 12:43:25,0.002s,PASSED
Statement - resp = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(ro),,,2018-02-14 12:43:25,2018-02-14 12:43:26,0.739s,PASSED
comment,,,2018-02-14 12:43:26,2018-02-14 12:43:26,0.005s,PASSED
Statement - println(resp.getStatusCode()),,,2018-02-14 12:43:26,2018-02-14 12:43:26,0.014s,PASSED
verifyEqual,,,2018-02-14 12:43:26,2018-02-14 12:43:26,0.017s,PASSED
