Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_JavaTestProject,,,2018-02-14 23:03:12,2018-02-14 23:03:14,2.308s,PASSED
,,,,,,
Test Cases/TC01_Verify Service Uptime,,,2018-02-14 23:03:12,2018-02-14 23:03:14,1.949s,PASSED
comment,,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.054s,PASSED
"Statement - url = ""http://lttech1550.safaricom.net:9090/status""",,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.001s,PASSED
comment,,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.001s,PASSED
Statement - ro = new com.kms.katalon.core.testobject.RequestObject(),,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.013s,PASSED
comment,,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.002s,PASSED
"Statement - ro.setRestRequestMethod(""GET"")",,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.006s,PASSED
Statement - ro.setRestUrl(url),,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.002s,PASSED
comment,,,2018-02-14 23:03:13,2018-02-14 23:03:13,0.002s,PASSED
Statement - resp = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(ro),,,2018-02-14 23:03:13,2018-02-14 23:03:14,0.766s,PASSED
comment,,,2018-02-14 23:03:14,2018-02-14 23:03:14,0.002s,PASSED
Statement - println(resp.getStatusCode()),,,2018-02-14 23:03:14,2018-02-14 23:03:14,0.036s,PASSED
verifyEqual,,,2018-02-14 23:03:14,2018-02-14 23:03:14,0.102s,PASSED
