Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_JavaTestProject,,,2018-02-14 15:42:40,2018-02-14 15:42:41,1.913s,PASSED
,,,,,,
Test Cases/TC01_Verify Service Uptime,,,2018-02-14 15:42:40,2018-02-14 15:42:41,1.530s,PASSED
comment,,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.052s,PASSED
"Statement - url = ""http://lttech1550.safaricom.net:9090/status""",,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.002s,PASSED
comment,,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.003s,PASSED
Statement - ro = new com.kms.katalon.core.testobject.RequestObject(),,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.013s,PASSED
comment,,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.006s,PASSED
"Statement - ro.setRestRequestMethod(""GET"")",,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.002s,PASSED
Statement - ro.setRestUrl(url),,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.003s,PASSED
comment,,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.002s,PASSED
Statement - resp = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(ro),,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.683s,PASSED
comment,,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.002s,PASSED
Statement - println(resp.getStatusCode()),,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.013s,PASSED
verifyEqual,,,2018-02-14 15:42:41,2018-02-14 15:42:41,0.018s,PASSED
